Title,Published_date,Views,Likes,Comments
Multan Leg Closer | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T18:55:58Z,9654,315,15
Multan Sultans vs Karachi Kings | Pitch Side End of Day Studio Show | Match 1 | MI2T,2023-02-22T18:46:18Z,25328,605,17
Short Highlights | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T18:37:04Z,700276,13355,352
𝙁𝙖𝙣𝙨 𝙗𝙝𝙞 𝙝𝙪𝙢𝙖𝙧𝙖𝙮 𝙨𝙞𝙩𝙖𝙧𝙖𝙮 𝙝𝙖𝙞𝙣 💫| Multan ❤️| #HBLPSL8 | #SabSitarayHumaray | #MSvKK,2023-02-22T18:27:14Z,5283,322,19
2nd Innings Highlights | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T18:14:50Z,318452,6438,278
Johan Botha Press Conference | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T18:05:07Z,5955,209,7
Mohammad Rizwan Press Conference | HBL PSL 8,2023-02-22T17:34:32Z,107994,4340,127
Mohammad Rizwan Interview | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T17:28:11Z,48422,2234,46
Andy Flower Interview | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T17:22:07Z,7202,348,8
Imad Wasim Interview | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T17:18:09Z,34191,1191,156
Drama. Drama. Drama.All the action in the 20th over ✨#HBLPSL8 | #SabSitarayHumaray | #MSvKK,2023-02-22T17:14:04Z,97957,4927,45
Breaks the shackles! ⛓️💥The start of 𝑀𝑎𝑑𝑑𝑦 𝑀𝑎𝑑𝑛𝑒𝑠𝑠❓#HBLPSL8 | #SabSitarayHumaray | #MSvKK,2023-02-22T17:14:03Z,7735,387,3
Masterclass Batting By James Vince | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T16:35:00Z,64108,728,30
Khushdil Shah ends Haider Ali's stay at the crease ☝️#HBLPSL8 | #SabSitarayHumarayHumaray | #MSvKK,2023-02-22T16:22:09Z,20638,872,12
Miscommunication! ❌Multan Sultans get the prized wicket of James Vince #HBLPSL8 | #MSvKK,2023-02-22T16:20:54Z,11149,518,6
2nd Innings Powerplay | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T16:20:00Z,89196,981,26
1️⃣0️⃣6️⃣ METRES MONSTER HIT #HBLPSL8 | #SabSitarayHumaray | #MSvKK,2023-02-22T16:08:22Z,11623,715,4
Classy! James Vince is on a roll 💥#HBLPSL8 | #SabSitarayHumaray | #MSvKK,2023-02-22T16:07:33Z,7967,417,1
Matthew Wade turning it 🔛 for Karachi Kings with some incredible strokes 🔥#HBLPSL8 | #MSvKK,2023-02-22T16:05:56Z,6826,350,2
An ode to the city of Multan and its attractions | HBL PSL 8 | MI2T,2023-02-22T15:54:57Z,3211,173,7
1st Innings Highlights | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T15:50:44Z,498331,9455,144
From the streets of Swat to rattling batters with his pace in #HBLPSL8 🔥 | HBL PSL 8 | MI2T,2023-02-22T15:18:27Z,33879,1094,71
Mohammad Rizwan Hits Stunning Century | Multan vs Karachi | Match 11 | HBL PSL 8 | MI2T,2023-02-22T15:11:40Z,161008,3259,137
Shan Masood Interview | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T14:57:08Z,9444,485,29
CENTURY! 💯What a moment for Rizwan 🌟#HBLPSL8 | #SabSitarayHumaray | #MSvKK,2023-02-22T14:54:24Z,81408,3397,16
"Raining sixes in Multan! 🤯Mohammad Rizwan, take a bow 🫡#HBLPSL8 | #SabSitarayHumaray | #MSvKK",2023-02-22T14:53:24Z,58819,4420,36
Multan Sultans vs Karachi Kings | Pitch Side Pre-Match Studio Show | Match 11 | MI2T,2023-02-22T14:50:28Z,7395,237,15
Brilliant Fifty By Shan Masood | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T14:25:55Z,21403,266,8
1st Innings Powerplay | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T14:15:01Z,54707,721,29
Shoaib Malik 🤝 Imran Tahir Shan Masood has to depart after a well-crafted fifty.#HBLPSL8 | #MSvKK,2023-02-22T14:14:01Z,5881,293,2
Brilliant teamwork at the boundary 🙌Rate this fielding effort 👇#HBLPSL8 | #MSvKK,2023-02-22T14:12:51Z,9122,432,4
𝑺𝒉𝒂𝒏𝒅𝒂𝒂𝒓 Shan Masood 👏#HBLPSL8 | #SabSitarayHumaray | #MSvKK,2023-02-22T13:52:04Z,5391,251,4
Hamaray Heroes powered by Kingdom Valley - Episode 11 l M Tanveer Nandla,2023-02-22T13:43:18Z,4480,249,36
"🔊 A special song by a fan, capturing the excitement of the league 🎶 | HBL PSL 8 | MI2T",2023-02-22T13:25:44Z,5972,378,34
Toss & Pitch Report | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T13:08:59Z,17877,495,14
Opener | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T12:58:15Z,11136,174,9
The #MSvKK battle 𝐋𝐎𝐀𝐃𝐈𝐍𝐆 ■■■■■□□⏳ | #HBLPSL8 | #SabSitarayHumaray,2023-02-22T12:48:28Z,4400,137,9
Expert Advice | Multan Sultans vs Karachi Kings | Match 11 | HBL PSL 8 | MI2T,2023-02-22T12:36:48Z,7100,259,8
Let's Recap Quetta Gladiators Fall of Wickets And Boundaries | Match 10 | HBL PSL 8 | MI2T,2023-02-22T11:00:40Z,3335,70,1
Fantastic Bowling By David Wiese | Quetta vs Lahore | Match 10 | HBL PSL 8 | MI2T,2023-02-22T09:00:07Z,4556,59,0
Let's Recap Lahore Qalandars Fall of Wickets And Boundaries | Match 10 | HBL PSL 8 | MI2T,2023-02-22T07:00:05Z,4984,82,1
Full Highlights | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T19:30:03Z,1444505,27784,352
Short Highlights | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T19:15:02Z,721744,11113,150
Shaheen Afridi Is On Absolute Fire | Quetta vs Lahore | Match 10 | HBL PSL 8 | MI2T,2023-02-21T18:50:00Z,35378,654,42
2nd Innings Highlights | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T18:35:45Z,313020,5395,107
Closer | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T18:26:07Z,7025,161,2
Sarfaraz Ahmed Interview | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T18:12:21Z,14559,545,12
David Wiese Interview | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T18:06:14Z,4868,204,8
Shai Hope Press Conference | HBL PSL 8,2023-02-21T17:57:36Z,5781,245,3
2nd Innings Powerplay | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T17:20:00Z,102704,1147,23
"Catch hai, Fakhar! Wicket #2 for David Wiese 👏🏽#SabSitarayHumaray l #QGvLQ l #HBLPSL8",2023-02-21T17:11:50Z,11462,321,4
The Professor joins the party! #SabSitarayHumaray l #QGvLQ l #HBLPSL8,2023-02-21T17:11:06Z,10910,524,2
Rashid Khan puts an end to the ROYal rumble! #SabSitarayHumaray l #QGvLQ l #HBLPSL8,2023-02-21T17:00:04Z,14599,923,9
B͛͛͛r͛͛͛e͛͛͛a͛͛͛k͛͛͛t͛͛͛h͛͛͛r͛͛͛o͛͛͛u͛͛͛g͛͛͛h͛͛͛ for Qalandars! Guptill falls to Wiese #HBLPSL8,2023-02-21T16:55:56Z,12393,272,2
Roy stirred it up in Rauf's over 🥵#SabSitarayHumaray l #QGvLQ l #HBLPSL8,2023-02-21T16:39:50Z,11538,503,2
"First wicket in the first over, no biggie \0/#SabSitarayHumaray l #QGvLQ l #HBLPSL8",2023-02-21T16:38:46Z,11423,668,5
1st Innings Highlights | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T16:18:26Z,507912,8446,65
Shai Hope Interview | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T16:02:58Z,7436,201,3
Sikandar Raza MAXIMUM 💥#SabSitarayHumaray l #QGvLQ l #HBLPSL8,2023-02-21T15:39:49Z,6460,361,9
Quetta Gladiators vs Lahore Qalandars | Pitch Side Pre-Match Studio Show | Match 10 | MI2T,2023-02-21T15:17:46Z,7260,148,9
STUMPED! Sarfaraz got the moves 🔥#SabSitarayHumaray l #QGvLQ l #HBLPSL8,2023-02-21T15:11:32Z,13386,572,3
1st Innings Powerplay | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T15:05:41Z,110519,1422,31
Hamaray Heroes powered by Kingdom Valley - Episode 10 l Shoaib Habib Memon,2023-02-21T14:59:56Z,3880,225,31
"Hope, Dream, Imagine 🌟#SabSitarayHumaray l #QGvLQ l #HBLPSL8",2023-02-21T14:52:11Z,4522,204,1
Piece of cake for Martin Guptill 🍰 Tahir Baig departs after a fantastic knock l #QGvLQ l #HBLPSL8,2023-02-21T14:51:24Z,8274,389,3
MASSIVE WICKET! Odean Smith gets Fakhar. #SabSitarayHumaray l #QGvLQ l #HBLPSL8,2023-02-21T14:50:00Z,3211,159,0
Aaqib Javed Interview | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T14:37:25Z,2711,110,4
BOOM 💥Fakhar Zaman makes it look so easy #SabSitarayHumaray l #QGvLQ l #HBLPSL8,2023-02-21T14:25:44Z,19327,1721,19
Mohammad Hasnain Interview | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T14:24:42Z,11106,456,28
Mirza Baig owned this over 💪🏽#SabSitarayHumaray l #QGvLQ l #HBLPSL8,2023-02-21T14:16:34Z,6927,337,3
Toss | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T14:15:19Z,11057,365,15
Pitch Report | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T14:04:55Z,5189,218,10
Expert Advice | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T13:52:33Z,3920,112,3
Opener | Quetta Gladiators vs Lahore Qalandars | Match 10 | HBL PSL 8 | MI2T,2023-02-21T13:39:44Z,32925,1183,61
Let's Recap Peshawar Zalmi's Fall of Wickets And Boundaries | Match 9 | HBL PSL 8 | MI2T,2023-02-21T11:00:23Z,6212,116,5
Insane Bowling Spell From Mohammad Hasnain | Quetta vs Peshawar | Match 9 | HBL PSL 8 | MI2T,2023-02-21T09:00:08Z,35157,763,51
Let's Recap Quetta Gladiators Fall of Wickets And Boundaries | Match 9 | HBL PSL 8 | MI2T,2023-02-21T07:00:08Z,4082,84,4
Full Highlights | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T19:39:54Z,1308949,24125,293
Quetta Gladiators vs Peshawar Zalmi | Pitch Side End of Day Studio Show | Match 9 | MI2T,2023-02-20T19:21:54Z,8726,256,8
Short Highlights | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T19:14:57Z,592454,10081,121
Closer | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T18:29:26Z,9597,374,30
Rovman Powell Interview | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T18:24:17Z,4863,239,7
Wahab Riaz Press Conference | HBL PSL 8,2023-02-20T18:23:23Z,38789,1517,25
Sarfaraz Ahmed Interview | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T18:20:50Z,12799,564,18
2nd Innings Highlights | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T18:17:35Z,402552,6981,85
Muhammad Hasnain Press Conference | HBL PSL 8,2023-02-20T18:02:17Z,45357,1883,99
🔊 SOUND ON 💥WHAT A RIPPER BY Naseem Shah 😱😱#SabSitarayHumaray l #QGvPZ l #HBLPSL8,2023-02-20T17:27:29Z,37863,2376,22
2nd Innings Powerplay | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T17:15:00Z,95966,1134,15
6⃣IT IS! Nice try from Bangalzai 👏🏽#SabSitarayHumaray l #QGvPZ l #HBLPSL8,2023-02-20T16:58:32Z,8546,362,1
BABAR GONE! It's Nawaz with the prized wicket. #SabSitarayHumaray l #QGvPZ l #HBLPSL8,2023-02-20T16:52:48Z,14902,540,6
Brilliant Fifty By Iftikhar Ahmed | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T16:45:01Z,12810,233,10
💥POW(ell) 💥#SabSitarayHumaray l #QGvPZ l #HBLPSL8,2023-02-20T16:41:40Z,6717,366,2
He can do no wrong today! 😱Muhammad Hasnain gets TKC. #SabSitarayHumaray l #QGvPZ l #HBLPSL8,2023-02-20T16:35:16Z,18304,1067,8
Muhammad Hasnain causing trouble for the opposition here! #SabSitarayHumaray l #QGvPZ l #HBLPSL8,2023-02-20T16:34:26Z,44416,2181,11
4⃣4⃣4⃣ 🔥Sizzling over for Peshawar Zalmi! #SabSitarayHumaray l #QGvPZ l #HBLPSL8,2023-02-20T16:33:33Z,15735,840,3
1st Innings Highlights | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T16:26:45Z,346668,5712,85
Hamaray Heroes powered by Kingdom Valley - Episode 9 l Maqbool Ahmed Jatoi,2023-02-20T16:14:47Z,2343,136,20
Nailed it! ||/ #SabSitarayHumaray l #QGvPZ l #HBLPSL8,2023-02-20T15:40:52Z,7140,318,5
"Déjà vu, anyone? 😉#SabSitarayHumaray l #QGvPZ l #HBLPSL8",2023-02-20T15:32:08Z,9852,469,4
"TOP EFFORT, BOY! ✈️#SabSitarayHumaray l #QGvPZ l #HBLPSL8",2023-02-20T15:19:48Z,9627,635,3
Skipper's ecstatic! 😃 The return of Usman Qadir proves beneficial for Peshawar Zalmi.,2023-02-20T15:03:30Z,17046,917,6
"Aa gaya, chhaa gaya! 👏🏽Usman Qadir removes Roy. #SabSitarayHumaray l #QGvPZ l #HBLPSL8",2023-02-20T14:57:26Z,35050,2053,6
Neesh takes care of the Guptill threat 🔥#SabSitarayHumaray l #QGvPZ l #HBLPSL8,2023-02-20T14:50:31Z,4972,285,1
1st Innings Powerplay | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T14:49:27Z,152002,1796,24
Quetta Gladiators vs Peshawar Zalmi | Pitch Side Pre-Match Studio Show | Match 9 | MI2T,2023-02-20T14:25:55Z,6970,264,13
Saim Ayub Interview | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T14:08:56Z,74869,1515,48
Toss | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T13:54:52Z,26943,726,11
Pitch Report | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T13:48:55Z,4638,183,3
Expert Advice | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T13:39:04Z,5013,182,12
Opener | Quetta Gladiators vs Peshawar Zalmi | Match 9 | HBL PSL 8 | MI2T,2023-02-20T13:05:49Z,34785,1143,34
Get to know Shadab Khan in this game of 𝙔𝙚𝙨 𝙤𝙧 𝙉𝙤 ✔️❌ | HBL PSL 8 | MI2T,2023-02-20T12:47:24Z,10308,555,21
Let's Recap Lahore Qalandars Fall of Wickets And Boundaries | Match 8 | HBL PSL 8 | MI2T,2023-02-20T12:00:24Z,4316,72,2
Let's Recap Karachi Kings Fall of Wickets And Boundaries | Match 8 | HBL PSL 8 | MI2T,2023-02-20T11:00:20Z,4421,83,5
Let's Recap Islamabad United's Fall of Wickets And Boundaries | Match 7 | HBL PSL 8 | MI2T,2023-02-20T09:00:06Z,8095,110,7
Let's Recap Multan Sultans Fall of Wickets And Boundaries | Match 7 | HBL PSL 8 | MI2T,2023-02-20T07:00:11Z,4612,87,10
Magical Bowling By Abbas Afridi | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-20T05:00:00Z,27957,441,32
Full Highlights | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T20:00:03Z,1342052,24518,328
Short Highlights | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T19:30:02Z,590654,9513,134
Karachi Kings vs Lahore Qalandars | Pitch Side End of Day Studio Show | Match 8 | MI2T,2023-02-19T19:13:44Z,9749,269,13
Closer | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T19:12:11Z,3632,114,10
Shaheen Shah Afridi Interview | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T18:26:41Z,21937,838,33
Akif Javed Interview | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T18:22:24Z,10530,491,18
Aamer Yamin Press Conference | HBL PSL 8,2023-02-19T18:20:01Z,12056,640,11
2nd Innings Highlights | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T18:08:54Z,435197,7519,244
Liam Dawson Press Conference | HBL PSL 8,2023-02-19T17:54:16Z,5045,190,5
Amazing Bowling Spell By Akif Javed | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T17:50:17Z,39053,666,19
2nd Innings Powerplay | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T16:51:20Z,103015,1179,31
UNREAL CATCH BY IRFAN KHAN NIAZI 😱😱We are still stunned. #SabSitarayHumaray l #KKvLQ l #HBLPSL8,2023-02-19T16:45:45Z,87936,4482,94
FAKHAR GONE! Celebrate all you want Aamer Yamin🔥#SabSitarayHumaray l #KKvLQ l #HBLPSL8,2023-02-19T16:45:01Z,10176,517,6
There's a new hitter in town! #SabSitarayHumaray l #KKvLQ l #HBLPSL8,2023-02-19T16:22:01Z,5755,254,7
1st Innings Highlights | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T16:06:39Z,451167,7480,104
The Eagle™️ delivers 🦅 #SabSitarayHumaray l #KKvLQ l #HBLPSL8,2023-02-19T15:59:58Z,6609,452,7
That went all the way to Sea View 🤯#SabSitarayHumaray l #KKvLQ l #HBLPSL8,2023-02-19T15:50:41Z,11058,643,16
Maddy Madness! #SabSitarayHumaray l #KKvLQ l #HBLPSL8,2023-02-19T15:43:23Z,9990,647,12
Full Highlights | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T15:33:14Z,868339,15556,237
🔊 Volume Up + 🔂 On LoopThat was some searing pace by Zaman 🥵#SabSitarayHumaray l #KKvLQ l #HBLPSL8,2023-02-19T15:24:49Z,8395,446,5
⭐️ Leading run-scorer⭐️ Highest wicket-taker | Mohammad Rizwan and Ihsanullah | HBL PSL 8 | MI2T,2023-02-19T15:24:41Z,14526,565,29
Successful review 📈Haris Rauf gets his man. #SabSitarayHumaray l #KKvLQ l #HBLPSL8,2023-02-19T15:23:51Z,6341,331,2
All class by Shoaib Malik 👏🏽#SabSitarayHumaray l #KKvLQ l #HBLPSL8,2023-02-19T15:14:32Z,5087,360,1
*Punches the air *👊🏽That's the end of Haider Ali's stint. #SabSitarayHumaray l #KKvLQ l #HBLPSL8,2023-02-19T15:13:47Z,3399,165,0
BREAKTHROUGH! Wade falls short. Lahore Qalandars are ecstatic l #KKvLQ l #HBLPSL8,2023-02-19T15:11:53Z,1988,109,1
SMOKED 🔥🔥#SabSitarayHumaray l #KKvLQ l #HBLPSL8,2023-02-19T15:10:42Z,2187,129,0
Hamaray Heroes powered by Kingdom Valley - Episode 8 l Ayesh Fatima & Areesh Fatima,2023-02-19T15:07:51Z,3752,186,16
1st Innings Powerplay | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T15:04:11Z,40762,874,10
Short Highlights | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T14:59:16Z,382579,6381,80
"""It's good that I don't play against Lahore Qalandars's bowling"" 😅 | Fakhar Zaman | HBL PSL 8 | MI2T",2023-02-19T14:51:39Z,16002,225,3
Sikandar Raza Interview | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T14:42:52Z,8085,442,6
Player of the match Abbas Afridi reflects on his outstanding four-fer 💫 | Match 7 | HBL PSL 8 | MI2T,2023-02-19T14:27:36Z,2415,107,3
Expert Advice | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T14:19:32Z,3692,88,3
Pitch Report | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T14:13:48Z,1337,51,1
Toss | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T14:08:34Z,17804,397,11
Abbas Afridi Interview | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T14:00:01Z,2517,111,3
Mohammad Rizwan Interview | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T13:56:24Z,5650,297,14
What makes YOUR city so special | It's Zainab Abbas vs Urooj Mumtaz down here! | HBL PSL 8 | MI2T,2023-02-19T13:50:04Z,17072,546,36
Opener | Karachi Kings vs Lahore Qalandars | Match 8 | HBL PSL 8 | MI2T,2023-02-19T13:38:12Z,7548,189,14
Closer | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T13:24:36Z,4106,140,8
Usama Mir Press Conference | HBL PSL8,2023-02-19T13:20:22Z,11430,419,9
2nd Innings Highlights | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T13:14:04Z,335217,6236,170
Shadab Khan Interview | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T13:05:31Z,12584,622,6
Shadab Khan Press Conference | HBL PSL8,2023-02-19T13:01:03Z,27011,1169,39
Carlos Brathwaite Interview | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T12:58:58Z,2591,102,2
Superman Mohammad Rizwan 🦸‍♂️Stumps castled 🔥Ihsanullah caps off a comfortable win for Sultans,2023-02-19T12:43:59Z,113942,5170,19
3️⃣ wickets including a stunning caught and bowled for Abbas Afridi 🌟,2023-02-19T12:38:08Z,24821,1410,5
Serious pace 🚀#HBLPSL8 | #SabSitarayHumaray | #MSvIU,2023-02-19T12:22:51Z,1484142,50270,74
2nd Innings Powerplay | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T12:20:00Z,64534,777,14
David Miller Hits Super Fifty | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T12:00:32Z,10294,225,10
𝐃𝐢𝐬𝐩𝐚𝐭𝐜𝐡𝐞𝐝!Munro smokes this one out of the park 💪#HBLPSL8 | #SabSitarayHumaray | #MSvIU,2023-02-19T11:59:24Z,4367,196,0
Arafat Minhas almost manages to take a stunner! 😲Top marks for the effort 💯#HBLPSL8 | #MSvIU,2023-02-19T11:58:31Z,3664,210,3
On loop 🔥Skillfully flicked over fine leg for six! #HBLPSL8 | #SabSitarayHumaray | #MSvIU,2023-02-19T11:47:05Z,4828,242,0
A nasty collision between the two fielders as the ball sails over the fence for a maximum,2023-02-19T11:46:18Z,3954,211,4
Incredible catch by Usama Mir 🙌#HBLPSL8 | #SabSitarayHumaray | #MSvIU,2023-02-19T11:30:05Z,2326,130,3
Islamabad United's young sensation 💫#HBLPSL8 | #SabSitarayHumaray | #MSvIU,2023-02-19T11:26:31Z,5190,305,2
Mohammad Ilyas with a key strike in his first over ☝️☝️#HBLPSL8 | #SabSitarayHumaray | #MSvIU,2023-02-19T11:25:48Z,3094,140,3
1st Innings Highlights | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T11:22:45Z,379006,7013,108
David Miller Interview | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T11:17:36Z,3366,178,4
Brilliant Fifty By Mohammad Rizwan | Multan Sultans vs Islamabad United | Match 7 | HBL PSL 8 | MI2T,2023-02-19T11:15:00Z,7581,176,12
A hat-trick of boundaries ⚡The perfect finish for Multan Sultans 🙌#HBLPSL8 | #MSvIU,2023-02-19T11:03:31Z,2529,141,2
David Miller receives massive applause from the Multan crowd after falling for 52.,2023-02-19T11:02:26Z,2139,113,1
Killer Miller time 🤩#HBLPSL8 | #SabSitarayHumaray | #MSvIU,2023-02-19T10:50:19Z,2390,171,4
David Miller Takes Shadab Khan To The Cleaners 🔥 | Multan vs Islamabad | Match 7 | HBL PSL 8 | MI2T,2023-02-19T10:50:00Z,28665,464,24
𝑬𝒇𝒇𝒐𝒓𝒕𝒍𝒆𝒔𝒔 🤌A gentle push from Pollard and it lands outside the boundary rope 💥#HBLPSL8 | #MSvIU,2023-02-19T10:47:04Z,2684,173,8
